name,ra,dec,freq,team_release,team_release_kin,Vsys_model,e_Vsys_model,X_model,e_X_model,Y_model,e_Y_model,RA_model,e_RA_model,DEC_model,e_DEC_model,Inc_model,e_Inc_model,PA_model,e_PA_model,PA_model_g,e_PA_model_g,QFlag_model,Rad,Vrot_model,e_Vrot_model,e_Vrot_model_inc,Rad_SD,SD_model,e_SD_model,SD_FO_model,e_SD_FO_model_inc
WALLABY J103522-244506,158.844130864418,-24.7518468362445,1.41548593067986E9,Hydra TR1,Hydra Kin TR1,1034.9,0.4,37.682,0.3345,55.81,0.5623,158.845177,6.56E-4,-24.75036,9.13E-4,25.7,3.7,225.4,0.6,223.1,0.6,0.0,"7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5,127.5,142.5,157.5","23.0,36.1,48.5,54.2,53.4,51.4,51.1,53.0,59.4,63.5,55.9","8.7,0.3,2.0,2.2,0.9,0.6,0.5,0.4,0.1,5.0,24.9","3.2,5.0,6.7,7.5,7.4,7.1,7.0,7.3,8.2,8.7,7.7","7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5,127.5,142.5,157.5,172.5,187.5","6.13,6.5,6.27,5.78,5.5,5.22,4.63,3.7,2.5,1.33,0.62,0.38,0.18","0.56,0.74,0.6,0.81,0.73,0.5,0.38,0.42,0.31,0.23,0.15,0.1,0.08","5.523,5.862,5.651,5.213,4.958,4.706,4.172,3.338,2.251,1.201,0.561,0.346,0.164","0.172,0.182,0.176,0.162,0.154,0.146,0.13,0.104,0.07,0.037,0.017,0.011,0.005"
WALLABY J103523-281855,158.848683960131,-28.3154627670752,1.40495121629932E9,Hydra TR1,Hydra Kin TR1,3301.8,3.2,31.33,0.2945,31.48,0.1455,158.847553,5.71E-4,-28.314677,2.21E-4,61.8,4.7,316.6,1.8,314.1,1.8,0.0,"7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5","130.5,175.3,181.0,171.2,164.7,163.7,164.6,164.0","63.5,12.0,5.8,1.8,1.4,0.8,0.0,2.3","5.8,7.7,8.0,7.6,7.3,7.2,7.3,7.2","7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5,127.5,142.5","3.26,4.01,4.14,3.62,3.02,2.56,1.93,1.12,0.55,0.19","0.81,1.03,0.71,0.67,0.49,0.37,0.29,0.29,0.23,0.11","1.54,1.893,1.955,1.71,1.427,1.211,0.911,0.528,0.261,0.088","0.235,0.289,0.298,0.261,0.218,0.185,0.139,0.081,0.04,0.013"
WALLABY J103244-283639,158.185507122903,-28.6111016338594,1.40347118717831E9,Hydra TR1,Hydra Kin TR1,3606.5,2.0,28.452,0.2125,28.546,0.3147,158.185859,4.28E-4,-28.609878,5.11E-4,82.6,7.4,242.7,1.0,240.4,1.0,1.0,"7.5,22.5,37.5,52.5,67.5","299.1,227.4,255.8,258.7,253.9","25.7,71.0,6.8,2.4,3.3","5.1,3.9,4.4,4.4,4.3","7.5,22.5,37.5,52.5,67.5,82.5,97.5","7.54,8.38,7.73,6.55,5.2,3.64,2.65","0.85,0.61,0.59,1.09,1.49,2.0,1.96","0.974,1.083,0.999,0.846,0.672,0.471,0.342","0.964,1.072,0.989,0.838,0.665,0.466,0.338"
WALLABY J103250-301601,158.209507126268,-30.2671551738191,1.40414619459925E9,Hydra TR1,Hydra Kin TR1,3479.2,2.8,21.64,0.1224,21.978,0.0643,158.209455,2.42E-4,-30.266309,1.0E-4,37.5,2.0,335.3,0.3,332.9,0.3,0.0,"7.5,22.5,37.5,52.5","54.9,83.5,102.0,100.7","12.0,3.2,1.2,1.0","2.5,3.7,4.6,4.5","7.5,22.5,37.5,52.5,67.5,82.5,97.5","4.1,4.88,4.03,1.87,0.48,0.07,0.01","1.05,1.02,0.66,0.41,0.19,0.05,0.02","3.256,3.875,3.196,1.485,0.379,0.056,0.008","0.086,0.102,0.084,0.039,0.01,0.001,0.0"
WALLABY J100342-270137,150.925581251107,-27.0271233410342,1.41588440268313E9,Hydra TR2,Hydra Kin TR2,950.6,0.3,47.829,0.0388,36.442,0.0549,150.924682,7.0E-5,-27.027617,9.3E-5,74.2,1.1,56.6,0.5,57.9,0.5,0.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96,158.01,173.06,188.11,203.16,218.21,233.26,248.31","41.1,69.8,86.3,92.0,90.6,88.2,86.6,86.6,88.0,90.2,92.6,94.7,95.8,96.0,97.0,100.5,106.1","10.5,19.3,14.5,7.8,4.3,1.6,0.3,0.3,0.2,0.2,0.8,1.4,1.5,1.2,2.1,5.9,12.1","0.2,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96,158.01,173.06,188.11,203.16,218.21,233.26,248.31,263.36","15.67,15.97,16.99,17.37,15.81,14.11,13.74,13.75,12.9,11.73,10.41,8.69,6.96,4.96,3.44,2.14,1.48,0.98","0.24,0.81,1.7,1.48,1.62,1.76,1.23,0.83,0.77,0.81,0.71,0.57,0.63,0.69,0.71,0.65,0.55,0.4","4.276,4.359,4.638,4.739,4.313,3.851,3.75,3.753,3.52,3.202,2.84,2.372,1.9,1.353,0.939,0.585,0.403,0.268","0.301,0.307,0.326,0.334,0.304,0.271,0.264,0.264,0.248,0.225,0.2,0.167,0.134,0.095,0.066,0.041,0.028,0.019"
WALLABY J100351-273417,150.966205246492,-27.5715028775967,1.4072979552379E9,Hydra TR2,Hydra Kin TR2,2788.2,1.2,36.69,0.8301,53.232,0.4769,150.964699,0.00154,-27.570651,8.28E-4,40.1,8.8,191.2,5.6,192.6,5.6,0.0,"22.5,37.55,52.6,67.65,82.7,97.75","250.8,216.6,219.9,234.1,227.2,180.4","105.4,4.7,5.6,7.8,11.4,24.1","48.4,41.8,42.4,45.1,43.8,34.8","22.5,37.55,52.6,67.65,82.7,97.75,112.8,127.86,142.91,157.96","4.12,6.0,6.17,4.74,3.42,2.46,1.71,1.01,0.58,0.43","0.66,0.78,0.92,0.73,0.51,0.36,0.32,0.27,0.19,0.19","3.15,4.586,4.72,3.624,2.618,1.879,1.305,0.774,0.443,0.327","0.407,0.593,0.61,0.469,0.338,0.243,0.169,0.1,0.057,0.042"
WALLABY J100426-282638,151.109056583226,-28.444156643408,1.4152924818715E9,Hydra TR2,Hydra Kin TR2,1091.2,8.1,42.979,0.3401,37.199,0.1847,151.108751,6.37E-4,-28.443982,3.21E-4,75.1,1.2,267.4,0.5,268.8,0.5,0.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96,158.01,173.06,188.11","33.5,58.6,69.3,78.7,89.7,90.2,93.9,103.1,106.1,105.3,102.9,96.4,93.4","5.2,1.6,5.5,6.0,2.2,5.9,3.5,5.8,9.0,8.7,7.0,1.4,0.4","0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96,158.01,173.06,188.11,203.16,218.21","16.96,16.87,17.63,18.35,18.23,17.42,16.0,13.69,11.21,8.49,5.71,4.13,2.64,1.67,1.08","0.54,0.68,1.15,1.16,1.15,0.98,0.64,0.94,1.18,1.27,1.24,1.18,0.88,0.69,0.49","4.361,4.338,4.533,4.719,4.688,4.48,4.115,3.521,2.882,2.185,1.467,1.062,0.68,0.429,0.278","0.351,0.35,0.365,0.38,0.378,0.361,0.332,0.284,0.232,0.176,0.118,0.086,0.055,0.035,0.022"
WALLABY J100539-282633,151.414463079159,-28.442512016763,1.41548632146965E9,Hydra TR2,Hydra Kin TR2,1039.0,1.1,25.532,0.3687,48.044,0.4804,151.413185,6.8E-4,-28.445015,8.13E-4,68.4,2.9,8.3,0.1,9.5,0.1,0.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91","20.7,32.2,33.1,43.6,46.2,45.5,46.0,43.8,46.3","3.1,3.5,10.4,3.2,0.8,0.5,3.2,1.7,3.4","0.4,0.6,0.7,0.9,0.9,0.9,0.9,0.9,0.9","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96,158.01","10.91,10.83,10.16,8.75,7.08,5.52,4.34,3.2,2.06,1.08,0.5","0.77,1.17,1.44,1.41,1.1,0.91,1.09,1.11,0.78,0.4,0.21","4.016,3.988,3.74,3.223,2.607,2.032,1.598,1.177,0.76,0.398,0.185","0.507,0.504,0.472,0.407,0.329,0.257,0.202,0.149,0.096,0.05,0.023"
WALLABY J100938-255850,152.408854431818,-25.9806478976782,1.40594460187849E9,Hydra TR2,Hydra Kin TR2,3070.8,2.4,22.607,0.0034,25.308,0.4578,152.409158,4.0E-6,-25.980174,7.63E-4,27.6,0.5,239.5,2.8,240.2,2.8,0.0,"7.5,22.55,37.6,52.65","106.8,110.5,108.6,92.8","14.8,7.0,14.0,27.7","1.6,1.7,1.6,1.4","7.5,22.55,37.6,52.65,67.7,82.75,97.8","10.91,8.02,3.99,1.36,0.3,0.13,0.06","0.99,1.14,0.78,0.36,0.15,0.1,0.06","9.666,7.107,3.533,1.205,0.264,0.113,0.055","0.04,0.03,0.015,0.005,0.001,0.0,0.0"
WALLABY J101035-254920,152.646017016938,-25.8224901672727,1.40859926801464E9,Hydra TR2,Hydra Kin TR2,2505.3,0.7,28.006,0.43,25.902,0.0184,152.645687,7.96E-4,-25.823216,3.8E-5,25.9,2.3,144.4,1.1,145.0,1.1,0.0,"7.5,22.55,37.6,52.65,67.7,82.75","32.6,45.3,54.1,59.6,60.7,57.3","7.1,3.5,0.5,2.2,3.8,4.3","2.7,3.7,4.5,4.9,5.0,4.7","7.5,22.55,37.6,52.65,67.7,82.75","5.22,5.31,5.48,4.65,2.63,0.92","0.47,0.54,0.36,0.39,0.38,0.24","4.697,4.771,4.924,4.185,2.362,0.826","0.091,0.092,0.095,0.081,0.046,0.016"
WALLABY J101247-275028,153.199753902375,-27.8413264281474,1.40808148673778E9,Hydra TR2,Hydra Kin TR2,2602.6,5.3,30.973,0.4815,51.447,0.0387,153.197305,9.07E-4,-27.838301,6.9E-5,82.3,3.0,139.6,0.1,140.0,0.1,1.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96,158.01","108.4,143.2,157.2,158.3,158.7,162.3,165.3,166.6,168.1,167.7,167.2","59.6,27.4,11.5,7.7,6.8,3.3,0.4,0.8,2.4,2.1,1.8","0.8,1.0,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96,158.01,173.06","24.31,23.85,22.52,20.4,17.73,15.35,11.99,9.09,7.4,5.06,4.06,2.71","0.38,0.74,0.66,2.13,2.77,3.38,2.77,4.21,2.56,2.7,2.04,1.63","3.265,3.203,3.025,2.739,2.381,2.061,1.61,1.221,0.994,0.68,0.545,0.364","1.278,1.253,1.184,1.072,0.932,0.807,0.63,0.478,0.389,0.266,0.213,0.143"
WALLABY J101359-253824,153.496384484489,-25.6400289375069,1.40545899914993E9,Hydra TR2,Hydra Kin TR2,3180.8,0.4,27.966,0.4017,26.848,0.1055,153.496438,7.42E-4,-25.638627,1.78E-4,68.8,2.5,241.6,0.2,241.8,0.2,0.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8","47.6,80.6,94.7,100.8,103.9,107.0,110.0","4.5,4.4,3.5,1.6,0.1,0.1,2.1","0.8,1.4,1.6,1.7,1.8,1.8,1.9","7.5,22.55,37.6,52.65,67.7,82.75,97.8","10.83,10.21,8.25,6.25,4.16,2.22,1.07","0.48,0.94,1.26,1.09,0.84,0.65,0.45","3.917,3.69,2.981,2.259,1.505,0.803,0.387","0.448,0.422,0.341,0.258,0.172,0.092,0.044"
WALLABY J101441-285221,153.674367606056,-28.8725705546451,1.41517626759089E9,Hydra TR2,Hydra Kin TR2,1095.2,2.6,32.272,0.6262,29.271,0.6796,153.674728,0.001189,-28.8705,0.001135,70.1,8.3,234.4,1.2,234.6,1.2,0.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8","47.0,103.4,141.9,146.4,147.3,148.4,148.7","3.9,10.6,12.4,3.6,4.9,8.0,4.3","2.5,5.6,7.6,7.9,7.9,8.0,8.0","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96","18.38,18.27,16.66,12.96,8.19,5.08,2.65,1.53,0.93,0.54","0.77,2.66,3.02,2.94,2.42,1.79,1.15,0.65,0.42,0.3","6.263,6.226,5.678,4.418,2.791,1.73,0.902,0.523,0.316,0.185","2.507,2.492,2.273,1.768,1.117,0.693,0.361,0.209,0.127,0.074"
WALLABY J101448-285723,153.700597968613,-28.9565182246176,1.40090938255701E9,Hydra TR2,Hydra Kin TR2,4195.7,8.6,21.014,0.3543,22.047,0.3783,153.70166,6.73E-4,-28.955955,6.32E-4,75.5,7.7,39.4,1.5,39.5,1.5,0.0,"7.5,22.55,37.6,52.65","110.9,176.1,185.0,216.8","47.3,5.7,0.4,33.4","3.9,6.2,6.5,7.6","7.5,22.55,37.6,52.65,67.7,82.75","5.4,5.39,4.61,3.17,1.73,1.0","0.57,0.81,0.97,0.97,0.93,0.73","1.348,1.345,1.15,0.792,0.431,0.249","0.698,0.697,0.596,0.411,0.223,0.129"
WALLABY J101941-254852,154.922113706745,-25.8144652827055,1.40627661143678E9,Hydra TR2,Hydra Kin TR2,3005.4,0.1,27.5,0.9327,34.096,0.3155,154.920421,0.001731,-25.813954,5.14E-4,26.7,6.5,350.3,0.4,349.9,0.4,0.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8","154.9,167.1,153.2,156.8,162.7,170.1,101.6","29.7,14.9,0.1,1.1,0.4,7.5,56.7","37.4,40.3,37.0,37.8,39.3,41.0,24.5","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86","2.86,3.48,3.74,3.18,2.38,1.38,0.53,0.22","0.69,0.6,0.24,0.33,0.33,0.22,0.11,0.09","2.553,3.106,3.34,2.841,2.124,1.232,0.476,0.198","0.145,0.177,0.19,0.162,0.121,0.07,0.027,0.011"
WALLABY J102017-253913,155.074335651581,-25.653777049798,1.4042695224604E9,Hydra TR2,Hydra Kin TR2,3441.5,0.6,24.369,0.1389,26.048,0.3965,155.074682,2.63E-4,-25.652793,6.59E-4,40.1,5.6,312.3,1.7,311.9,1.7,0.0,"7.5,22.55,37.6,52.65,67.7","72.2,86.4,82.5,89.4,87.2","4.2,2.6,4.4,4.1,4.5","8.5,10.2,9.8,10.6,10.3","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86","6.86,6.29,4.65,2.81,1.22,0.34,0.08,0.02","0.44,0.54,0.37,0.33,0.3,0.15,0.06,0.03","5.252,4.814,3.555,2.153,0.931,0.257,0.06,0.019","0.429,0.394,0.291,0.176,0.076,0.021,0.005,0.002"
WALLABY J103023-302336,157.597676715062,-30.3934017287629,1.40125882406476E9,Hydra TR2,Hydra Kin TR2,4087.7,7.6,26.401,0.4344,29.478,1.7314,157.59503,9.48E-4,-30.390655,0.002867,34.8,0.8,147.0,1.1,145.2,1.1,0.0,"7.5,22.55,37.6,52.65,67.7,82.75","34.4,42.7,60.0,69.2,65.9,55.3","7.4,6.9,5.3,16.9,25.0,24.3","0.7,0.9,1.2,1.4,1.4,1.1","7.5,22.55,37.6,52.65,67.7,82.75,97.8","8.69,8.16,6.31,3.61,1.42,0.59,0.27","0.32,0.54,1.2,1.08,0.51,0.26,0.12","7.139,6.698,5.182,2.964,1.168,0.483,0.222","0.071,0.067,0.052,0.03,0.012,0.005,0.002"
WALLABY J103359-301003,158.496589506136,-30.1676537776029,1.40409083118023E9,Hydra TR2,Hydra Kin TR2,3480.6,2.6,25.748,0.2576,21.75,0.0346,158.496376,5.0E-4,-30.167549,4.2E-5,83.2,6.5,87.7,1.9,85.4,1.9,1.0,"7.5,22.55,37.6,52.65,67.7","140.5,176.9,185.0,192.4,195.5","85.3,19.3,6.8,0.5,3.7","1.9,2.4,2.5,2.6,2.7","7.5,22.55,37.6,52.65,67.7,82.75","9.83,10.72,10.01,6.15,5.66,3.85","0.14,0.47,0.94,2.46,3.3,3.3","1.161,1.265,1.182,0.726,0.668,0.454","1.106,1.207,1.126,0.693,0.637,0.433"
WALLABY J103522-244506,158.844058583737,-24.7510276945911,1.41548811411859E9,Hydra TR2,Hydra Kin TR2,1034.7,0.1,37.996,0.0669,57.197,0.194,158.844334,1.36E-4,-24.749206,3.19E-4,21.1,2.1,224.6,1.1,222.6,1.1,0.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96,158.01","21.8,37.5,51.6,60.1,63.3,67.1,65.7,67.4,68.6,55.6,55.0","9.0,4.0,2.9,1.4,0.0,1.4,2.1,2.1,2.3,16.4,17.8","2.1,3.6,5.0,5.8,6.1,6.5,6.3,6.5,6.6,5.3,5.3","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96,158.01,173.06,188.11","6.68,6.79,6.36,5.79,5.66,5.46,4.86,3.67,2.36,1.2,0.63,0.35,0.14","0.45,0.69,0.67,0.82,0.67,0.48,0.37,0.36,0.28,0.22,0.14,0.11,0.08","6.236,6.333,5.937,5.407,5.282,5.093,4.531,3.428,2.205,1.119,0.585,0.327,0.133","0.088,0.09,0.084,0.077,0.075,0.072,0.064,0.049,0.031,0.016,0.008,0.005,0.002"
WALLABY J103523-281855,158.848927913437,-28.3158060402717,1.4049658096589E9,Hydra TR2,Hydra Kin TR2,3297.1,1.6,32.3,0.6861,29.874,0.0546,158.846676,0.001306,-28.314962,4.6E-5,58.5,0.8,316.3,1.7,314.0,1.7,0.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86","135.0,180.2,184.1,177.3,173.0,170.3,168.4,163.4","67.3,13.5,3.1,2.3,1.4,0.3,1.7,8.5","1.2,1.6,1.6,1.6,1.5,1.5,1.5,1.5","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91","4.22,4.81,4.81,4.08,3.22,2.56,1.72,0.92,0.42","0.7,0.91,0.73,0.56,0.38,0.32,0.32,0.29,0.19","2.21,2.514,2.517,2.134,1.685,1.337,0.9,0.482,0.22","0.052,0.059,0.06,0.05,0.04,0.032,0.021,0.011,0.005"
WALLABY J103651-260227,159.213081554717,-26.041157794943,1.40926040052505E9,Hydra TR2,Hydra Kin TR2,2364.8,0.5,24.265,0.073,23.531,0.4234,159.213209,1.68E-4,-26.040217,7.0E-4,67.5,5.3,121.9,0.2,119.6,0.2,0.0,"7.5,22.55,37.6,52.65","34.4,64.8,84.4,86.7","8.3,0.9,5.2,1.2","1.3,2.5,3.3,3.4","7.5,22.55,37.6,52.65,67.7,82.75","13.54,10.85,7.26,4.0,1.84,0.58","0.61,1.48,1.61,1.12,0.71,0.36","5.184,4.151,2.778,1.53,0.703,0.224","1.163,0.931,0.623,0.343,0.158,0.05"
WALLABY J103653-270311,159.221123574065,-27.0532393828248,1.40378515553075E9,Hydra TR2,Hydra Kin TR2,3548.2,1.9,23.195,0.2522,25.514,0.2228,159.220683,4.91E-4,-27.052626,3.53E-4,45.3,6.9,39.4,1.0,37.1,1.0,0.0,"7.5,22.55,37.6,52.65","61.6,108.3,136.3,135.2","17.2,12.0,6.9,3.3","7.6,13.3,16.7,16.6","7.5,22.55,37.6,52.65,67.7,82.75,97.8","5.19,4.23,2.74,1.54,0.74,0.23,0.03","0.31,0.41,0.37,0.31,0.2,0.09,0.03","3.653,2.977,1.926,1.081,0.521,0.162,0.023","0.445,0.363,0.235,0.132,0.064,0.02,0.003"
WALLABY J103655-265412,159.233002232362,-26.9029393812255,1.40519384306796E9,Hydra TR2,Hydra Kin TR2,3235.3,3.6,21.686,0.0495,26.755,0.2719,159.233396,1.14E-4,-26.903277,4.49E-4,67.0,4.1,208.7,1.8,206.3,1.8,0.0,"7.5,22.55,37.6,52.65","48.8,81.1,96.8,97.5","8.0,1.5,3.9,1.6","1.5,2.5,2.9,3.0","7.5,22.55,37.6,52.65,67.7,82.75","10.2,7.95,5.49,2.83,1.26,0.45","0.73,1.36,1.2,0.85,0.61,0.28","3.981,3.104,2.142,1.104,0.491,0.176","0.666,0.519,0.358,0.185,0.082,0.029"
WALLABY J103702-273359,159.259138014382,-27.5669677986882,1.40702075613928E9,Hydra TR2,Hydra Kin TR2,2853.9,7.2,21.4,0.698,31.343,1.1552,159.257993,0.001409,-27.565302,0.001874,68.5,2.0,348.8,0.9,346.4,0.9,0.0,"7.5,22.55,37.6,52.65,67.7,82.75","41.2,181.3,270.6,295.7,305.7,294.7","12.3,6.0,4.2,17.3,5.5,17.0","0.6,2.5,3.8,4.1,4.3,4.1","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86","7.0,6.96,6.81,5.66,4.0,2.27,1.01,0.41","0.27,0.49,0.92,1.06,0.97,0.77,0.59,0.3","2.56,2.546,2.492,2.071,1.465,0.83,0.368,0.149","0.23,0.229,0.224,0.186,0.132,0.075,0.033,0.013"
WALLABY J103725-251916,159.357416781713,-25.3207347083295,1.40305714798082E9,Hydra TR2,Hydra Kin TR2,3700.5,0.4,54.735,0.6965,67.665,0.7061,159.354534,0.00134,-25.318605,0.001126,25.3,1.0,290.7,0.4,288.4,0.4,0.0,"22.5,37.55,52.6,67.65,82.7,97.75,112.8,127.86,142.91,157.96,173.01,188.06","104.4,190.6,215.9,225.5,232.2,235.4,237.1,238.9,233.7,235.1,241.3,172.6","31.5,12.4,10.1,0.5,3.9,3.4,1.2,1.0,4.1,2.7,3.3,65.7","3.9,7.1,8.0,8.3,8.6,8.7,8.8,8.8,8.7,8.7,8.9,6.4","22.5,37.55,52.6,67.65,82.7,97.75,112.8,127.86,142.91,157.96,173.01,188.06,203.11,218.16,233.21,248.26,263.31,278.36","1.14,2.21,2.18,1.88,2.19,2.74,2.94,2.58,2.25,1.98,1.66,1.21,0.71,0.47,0.31,0.19,0.12,0.09","0.44,0.39,0.31,0.39,0.38,0.31,0.27,0.24,0.2,0.19,0.17,0.15,0.11,0.09,0.07,0.06,0.04,0.04","1.034,2.001,1.97,1.698,1.981,2.474,2.66,2.333,2.037,1.786,1.501,1.093,0.638,0.423,0.281,0.167,0.106,0.081","0.009,0.016,0.016,0.014,0.016,0.02,0.022,0.019,0.017,0.015,0.012,0.009,0.005,0.003,0.002,0.001,0.001,0.001"
WALLABY J103818-285307,159.574269281889,-28.8845203062489,1.39996836710743E9,Hydra TR2,Hydra Kin TR2,4389.1,1.9,21.693,0.1321,23.391,0.0094,159.574242,2.53E-4,-28.886166,6.0E-6,72.6,6.8,170.7,0.8,168.0,0.8,0.0,"7.5,22.55,37.6,52.65,67.7","113.7,141.7,141.5,148.9,148.6","40.7,11.2,1.6,2.0,1.1","4.3,5.4,5.3,5.6,5.6","7.5,22.55,37.6,52.65,67.7,82.75","14.76,13.65,11.39,7.71,4.62,2.44","0.47,1.1,1.45,1.56,1.43,0.95","4.414,4.08,3.404,2.307,1.382,0.728","1.672,1.545,1.289,0.874,0.523,0.276"
WALLABY J103915-301757,159.815014102517,-30.2985530965195,1.40274812188287E9,Hydra TR2,Hydra Kin TR2,3755.9,4.8,34.129,0.4178,31.609,0.0278,159.811984,8.12E-4,-30.297325,1.4E-5,79.7,2.5,128.0,1.0,125.0,1.0,0.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91","150.3,260.3,205.2,196.5,207.9,207.5,204.1,204.1,207.5","104.7,61.5,1.8,3.1,2.1,0.5,2.9,4.8,5.4","1.2,2.0,1.6,1.5,1.6,1.6,1.6,1.6,1.6","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91,142.96,158.01","14.39,15.94,15.56,14.65,12.56,10.48,8.82,6.69,4.42,2.7,1.7","0.97,1.05,1.56,1.32,1.37,2.03,1.95,1.89,1.51,1.43,1.03","2.569,2.846,2.779,2.616,2.244,1.871,1.575,1.194,0.79,0.482,0.304","0.611,0.677,0.661,0.622,0.534,0.445,0.375,0.284,0.188,0.115,0.072"
WALLABY J103918-265030,159.826114089202,-26.8421423499319,1.40602040032728E9,Hydra TR2,Hydra Kin TR2,3070.3,1.2,22.574,0.182,25.201,0.2892,159.825612,3.66E-4,-26.840517,4.67E-4,71.0,1.9,21.9,1.7,19.2,1.7,0.0,"7.5,22.55,37.6,52.65,67.7","122.3,168.1,163.2,169.2,168.0","54.6,6.6,3.4,3.2,0.3","1.4,1.9,1.9,2.0,1.9","7.5,22.55,37.6,52.65,67.7,82.75","5.81,6.29,6.29,4.74,2.75,1.28","0.24,0.65,0.68,0.74,0.85,0.72","1.895,2.05,2.049,1.544,0.896,0.417","0.184,0.199,0.199,0.15,0.087,0.041"
WALLABY J104000-292445,160.00144126659,-29.4123101423682,1.4027658084179E9,Hydra TR2,Hydra Kin TR2,3758.7,0.3,24.9,0.1632,19.424,0.1316,160.000977,3.26E-4,-29.412882,2.06E-4,71.3,6.9,79.1,0.9,76.2,0.9,0.0,"7.5,22.55,37.6,52.65,67.7","50.3,75.6,87.4,93.2,94.1","4.2,3.8,3.0,1.1,0.9","2.1,3.1,3.6,3.8,3.9","7.5,22.55,37.6,52.65,67.7,82.75,97.8","9.4,8.37,6.36,4.0,2.07,1.03,0.44","0.22,0.46,0.79,0.98,0.85,0.56,0.28","3.018,2.687,2.043,1.285,0.665,0.331,0.143","1.065,0.948,0.721,0.453,0.235,0.117,0.05"
WALLABY J104004-301606,160.017808206441,-30.2679098012335,1.40451187391352E9,Hydra TR2,Hydra Kin TR2,3396.8,1.4,21.798,0.7754,25.479,0.0076,160.016392,0.001502,-30.265695,5.1E-5,67.4,8.4,17.2,0.3,14.1,0.3,0.0,"7.5,22.55,37.6,52.65,67.7","79.3,119.3,132.9,137.8,137.7","9.7,1.8,6.0,7.5,5.7","4.9,7.4,8.3,8.6,8.6","7.5,22.55,37.6,52.65,67.7","15.75,12.93,8.93,5.08,2.34","0.77,2.15,2.83,2.22,1.44","6.054,4.971,3.434,1.954,0.9","2.116,1.737,1.2,0.683,0.314"
WALLABY J104016-274630,160.069876496903,-27.7753163084194,1.40183731133537E9,Hydra TR2,Hydra Kin TR2,3972.9,0.1,35.75,0.1469,34.679,0.6546,160.070269,3.39E-4,-27.775365,0.001078,42.6,1.5,114.2,0.4,111.3,0.4,0.0,"7.5,22.55,37.6,52.65,67.7,82.75,97.8","221.2,234.0,223.5,222.6,208.5,209.1,202.2","57.1,30.1,4.8,2.8,10.1,12.6,19.3","6.5,6.8,6.5,6.5,6.1,6.1,5.9","7.5,22.55,37.6,52.65,67.7,82.75,97.8,112.86,127.91","4.86,6.84,8.01,7.3,5.16,2.89,1.42,0.69,0.28","0.53,0.68,0.56,0.72,0.66,0.41,0.24,0.17,0.1","3.58,5.035,5.896,5.375,3.794,2.124,1.044,0.504,0.209","0.088,0.124,0.146,0.133,0.094,0.052,0.026,0.012,0.005"
WALLABY J104309-300301,160.79006085423,-30.0516764305162,1.40542475303179E9,Hydra TR2,Hydra Kin TR2,3191.4,0.4,32.379,0.0323,42.22,0.4093,160.790572,1.1E-4,-30.049287,6.79E-4,41.3,5.2,118.7,1.8,115.3,1.8,0.0,"7.5,22.55,37.6,52.65,67.7,82.75","48.9,90.6,100.7,102.2,101.1,97.4","18.1,2.2,0.2,0.9,0.5,4.1","5.1,9.5,10.5,10.7,10.6,10.2","7.5,22.55,37.6,52.65,67.7,82.75,97.8","5.93,5.69,5.25,4.39,2.82,1.24,0.25","0.58,0.66,0.52,0.43,0.33,0.25,0.12","4.452,4.271,3.944,3.296,2.114,0.934,0.191","0.354,0.339,0.313,0.262,0.168,0.074,0.015"
