id	catalogue_id	name	ra	dec	freq	team_release	team_release_kin	vsys_model	e_vsys_model	x_model	e_x_model	y_model	e_y_model	ra_model	e_ra_model	dec_model	e_dec_model	inc_model	e_inc_model	pa_model	e_pa_model	pa_model_g	e_pa_model_g	qflag_model	rad	vrot_model	e_vrot_model	e_vrot_model_inc	rad_sd	sd_model	e_sd_model	sd_fo_model	e_sd_fo_model_inc
1	5844	WALLABY J122708+055255	186.786881240741	5.8820870825730704	1.41515072668657E9	NGC4636 TR1	NGC4636 Kin TR1	1114.5	2.5	21.292	0.3205	27.222	0.0299	186.786343	5.38E-4	5.882283	4.8E-5	78.1	11.5	194.6	5.8	194.4	5.8	1	7.5,22.55,37.59,52.64,67.68,82.73,97.78	21.5,46.5,63.6,75.7,81.0,79.6,46.4	4.9,2.4,1.3,3.3,5.6,7.8,35.2	0.9,2.0,2.8,3.3,3.6,3.5,2.0	7.5,22.55,37.59,52.64,67.68,82.73,97.78	24.7,23.86,21.95,18.31,14.18,9.85,6.28	0.73,1.78,3.08,4.26,3.9,4.33,3.98	5.093,4.919,4.527,3.776,2.923,2.032,1.294	4.832,4.667,4.295,3.582,2.773,1.928,1.228
2	5844	WALLABY J122710+071549	186.795255064477	7.26386914596215	1.41601748310127E9	NGC4636 TR1	NGC4636 Kin TR1	925.2	1.3	38.123	0.1991	37.349	0.4202	186.795438	3.38E-4	7.262864	6.99E-4	37.8	9.8	143.2	0.3	142.9	0.3	0	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87	83.6,114.1,97.6,95.6,101.1,106.0,109.9,113.0,115.9	26.6,31.7,4.9,1.2,0.7,0.0,0.1,2.1,6.6	19.9,27.2,23.2,22.8,24.1,25.2,26.2,26.9,27.6	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87,142.92,157.96,173.01	6.47,5.64,5.36,6.18,6.54,5.95,4.94,3.6,1.99,1.19,0.71,0.18	0.59,0.7,0.61,0.74,0.7,0.53,0.47,0.42,0.32,0.25,0.19,0.09	5.107,4.452,4.232,4.878,5.163,4.7,3.898,2.845,1.573,0.938,0.561,0.142	0.676,0.59,0.56,0.646,0.684,0.622,0.516,0.377,0.208,0.124,0.074,0.019
3	5844	WALLABY J122726+061551	186.85974596815	6.26417982396419	1.41357913803846E9	NGC4636 TR1	NGC4636 Kin TR1	1447.2	1.4	24.57	0.2005	21.516	0.4501	186.859777	3.4E-4	6.263072	7.49E-4	41.2	3.3	80.5	1.9	80.3	1.9	0	22.5,37.55,52.59,67.64,82.68	80.1,90.7,97.2,96.0,78.8	2.5,1.7,2.3,0.8,16.4	5.4,6.1,6.5,6.4,5.3	22.5,37.55,52.59,67.64,82.68	4.32,5.26,4.46,2.7,1.09	1.05,0.99,0.67,0.52,0.42	3.251,3.957,3.361,2.034,0.823	0.165,0.201,0.171,0.103,0.042
4	5844	WALLABY J122733+061359	186.888002798772	6.23326818577916	1.39069851703096E9	NGC4636 TR1	NGC4636 Kin TR1	6402.0	1.1	24.833	0.0635	25.366	0.5258	186.887977	1.1E-4	6.234586	8.76E-4	31.0	4.8	30.0	3.3	29.7	3.3	0	7.5,22.55,37.59,52.64,67.68	99.3,123.2,139.6,144.5,139.3	6.1,4.4,5.3,4.4,0.8	14.1,17.5,19.9,20.6,19.8	7.5,22.55,37.59,52.64,67.68,82.73,97.78	5.64,4.31,3.29,2.15,0.84,0.3,0.04	0.59,0.78,0.73,0.52,0.43,0.22,0.05	4.831,3.697,2.817,1.842,0.717,0.253,0.031	0.242,0.186,0.141,0.092,0.036,0.013,0.002
5	5844	WALLABY J122852+041739	187.218610111251	4.29419801746214	1.40057896520651E9	NGC4636 TR1	NGC4636 Kin TR1	4232.4	1.3	26.849	0.4946	28.498	0.3251	187.219163	8.28E-4	4.294116	5.39E-4	82.8	4.1	54.4	0.3	54.2	0.3	1	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87	109.1,145.6,138.3,135.4,141.7,144.0,144.1,142.5,138.2	59.9,69.5,3.3,2.5,2.6,0.6,2.4,1.7,3.8	1.0,1.3,1.3,1.2,1.3,1.3,1.3,1.3,1.3	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87	18.83,18.9,16.62,14.85,12.78,10.09,7.32,5.54,4.21	1.25,3.02,3.16,3.56,4.2,4.54,3.58,3.54,3.43	2.375,2.383,2.096,1.873,1.611,1.273,0.923,0.698,0.53	1.337,1.341,1.18,1.054,0.907,0.716,0.519,0.393,0.298
6	5844	WALLABY J122932+005020	187.38498504791	0.839137790751842	1.409896951722E9	NGC4636 TR1	NGC4636 Kin TR1	2236.3	0.5	18.083	0.0752	14.788	0.2045	187.385819	1.26E-4	0.839689	3.41E-4	81.6	8.3	72.5	0.6	72.5	0.6	1	7.5,22.56,37.63,52.69,67.75	27.9,46.4,57.7,62.3,62.5	4.3,3.6,1.3,0.6,3.7	0.6,1.0,1.2,1.3,1.3	7.5,22.56,37.63,52.69,67.75	8.44,8.02,6.7,4.82,2.6	0.12,0.49,1.49,2.1,2.36	1.228,1.167,0.974,0.7,0.378	1.2,1.14,0.952,0.684,0.369
7	5844	WALLABY J123026+041450	187.611364645235	4.24723619354071	1.4089506594493E9	NGC4636 TR1	NGC4636 Kin TR1	2430.2	1.0	19.595	0.3502	26.965	0.1058	187.610935	5.86E-4	4.247607	1.75E-4	62.2	0.2	173.3	1.0	173.2	1.0	0	7.5,22.55,37.59,52.64,67.68,82.73,97.78	118.5,160.3,164.0,163.5,164.3,165.2,155.3	50.7,8.1,0.4,0.2,0.4,1.3,8.3	0.2,0.3,0.3,0.3,0.3,0.3,0.3	7.5,22.55,37.59,52.64,67.68,82.73,97.78	10.96,10.51,10.52,9.62,6.58,3.53,1.53	1.19,1.82,0.96,0.89,1.13,1.08,0.67	5.12,4.908,4.912,4.495,3.072,1.648,0.716	0.036,0.035,0.035,0.032,0.022,0.012,0.005
8	5844	WALLABY J123138+035620	187.91205304566	3.93893855262718	1.41225564813944E9	NGC4636 TR1	NGC4636 Kin TR1	1723.2	0.6	46.875	0.3132	45.394	0.1443	187.913481	5.24E-4	3.940552	2.4E-4	43.3	4.4	52.3	0.1	52.3	0.1	0	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87,142.92,157.96,173.01,188.05,203.1,218.15	23.8,55.2,75.5,88.1,96.0,100.2,101.6,101.5,101.2,101.6,103.5,106.9,111.8,115.4,115.0	2.8,2.4,1.0,1.0,2.8,3.4,2.1,0.3,0.8,2.2,4.8,8.5,13.3,16.5,15.4	1.9,4.5,6.2,7.2,7.9,8.2,8.3,8.3,8.3,8.3,8.5,8.7,9.1,9.4,9.4	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87,142.92,157.96,173.01,188.05,203.1,218.15	4.46,5.05,6.52,8.04,8.19,7.79,6.63,5.49,4.71,4.19,3.72,3.12,2.29,1.59,0.95	0.38,1.0,1.03,0.94,0.59,0.62,0.78,0.64,0.53,0.51,0.5,0.46,0.45,0.5,0.56	3.243,3.671,4.739,5.846,5.96,5.667,4.825,3.991,3.425,3.05,2.705,2.271,1.668,1.156,0.688	0.233,0.264,0.341,0.421,0.429,0.408,0.347,0.287,0.247,0.22,0.195,0.164,0.12,0.083,0.05
9	5844	WALLABY J123228+002315	188.117089008668	0.387690503460546	1.41321038342351E9	NGC4636 TR1	NGC4636 Kin TR1	1519.4	0.5	37.325	0.2052	52.212	0.0373	188.117436	3.42E-4	0.388701	6.2E-5	58.3	2.3	205.6	0.5	205.6	0.5	0	7.5,22.56,37.63,52.69,67.75,82.82,97.88,112.94,128.01,143.07,158.13,173.2,188.26,203.32,218.39	25.3,43.2,56.5,66.6,74.5,80.3,83.8,85.8,86.6,86.4,85.7,85.5,86.7,89.0,92.4	8.2,2.8,0.3,0.6,0.9,0.7,0.2,1.1,1.6,2.0,2.5,2.0,0.3,4.7,11.3	0.6,1.1,1.4,1.7,1.9,2.0,2.1,2.1,2.2,2.1,2.1,2.1,2.2,2.2,2.3	7.5,22.56,37.63,52.69,67.75,82.82,97.88,112.94,128.01,143.07,158.13,173.2,188.26,203.32,218.39,233.45,248.51,263.58	6.45,6.86,7.55,8.44,9.16,8.96,8.56,8.1,7.29,6.01,4.57,3.36,2.31,1.36,0.82,0.55,0.33,0.1	0.74,1.37,1.26,1.29,1.07,0.78,0.64,0.62,0.69,0.66,0.54,0.34,0.27,0.27,0.25,0.21,0.14,0.05	3.386,3.602,3.967,4.435,4.812,4.708,4.495,4.255,3.83,3.157,2.4,1.764,1.216,0.712,0.43,0.291,0.175,0.051	0.22,0.234,0.258,0.289,0.313,0.306,0.292,0.277,0.249,0.205,0.156,0.115,0.079,0.046,0.028,0.019,0.011,0.003
10	5844	WALLABY J123236+023943	188.153041402843	2.6622051217164	1.41225179558787E9	NGC4636 TR1	NGC4636 Kin TR1	1726.7	1.3	24.594	0.2418	29.464	0.1185	188.152385	4.04E-4	2.661852	1.97E-4	81.0	5.1	215.5	0.4	215.5	0.4	1	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87	20.2,38.2,48.9,58.1,65.0,68.9,70.3,69.7,67.0	2.3,4.7,2.7,2.4,2.8,3.2,3.2,2.1,0.0	0.3,0.5,0.7,0.8,0.9,1.0,1.0,1.0,1.0	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87,142.92	14.86,15.84,16.47,15.04,12.8,10.51,8.31,6.04,4.43,3.12	0.28,1.35,1.55,1.55,1.65,1.94,1.72,1.68,1.75,1.78	2.324,2.477,2.575,2.352,2.002,1.643,1.299,0.944,0.693,0.488	1.306,1.392,1.447,1.322,1.125,0.924,0.73,0.53,0.39,0.274
11	5844	WALLABY J123244+000656	188.186667658187	0.115682284025391	1.41507964169014E9	NGC4636 TR1	NGC4636 Kin TR1	1130.0	15.2	66.845	0.4598	38.198	0.7723	188.189931	7.67E-4	0.117007	0.001287	84.7	2.5	261.6	0.3	261.6	0.3	3	7.5,22.56,37.63,52.69,67.75,82.82,97.88,112.94,128.01,143.07,158.13,173.2,188.26,203.32,218.39,233.45,248.51,263.58,278.64,293.7,308.77,323.83,338.89,353.96,369.02,384.08,399.15	42.8,31.5,69.5,82.9,88.1,101.9,104.9,118.4,123.4,133.0,135.8,135.5,121.9,137.9,158.0,168.7,159.8,128.0,128.4,125.9,122.1,121.1,121.6,120.8,118.7,120.6,130.0	3.8,27.6,4.8,4.2,10.8,8.0,15.1,10.5,12.8,9.0,10.5,13.6,28.6,12.6,8.7,21.7,16.3,10.8,4.5,0.0,4.4,6.8,1.9,2.6,0.6,6.0,10.1	0.2,0.1,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5	7.5,22.56,37.63,52.69,67.75,82.82,97.88,112.94,128.01,143.07,158.13,173.2,188.26,203.32,218.39,233.45,248.51,263.58,278.64,293.7,308.77,323.83,338.89,353.96,369.02,384.08,399.15	51.37,47.83,48.12,49.37,50.36,51.49,49.27,49.34,48.32,46.57,44.89,41.57,41.09,35.92,36.93,31.18,28.31,23.77,18.84,18.57,13.4,12.37,10.06,8.83,7.7,6.14,5.73	0.34,2.23,2.17,2.42,4.98,5.76,6.05,6.26,6.42,6.5,7.19,5.63,6.38,5.91,5.65,6.06,6.46,7.04,6.41,6.97,6.26,5.35,5.59,4.5,4.49,3.78,3.26	4.757,4.43,4.457,4.572,4.664,4.769,4.563,4.57,4.475,4.313,4.157,3.85,3.806,3.327,3.42,2.888,2.622,2.202,1.745,1.72,1.241,1.146,0.932,0.818,0.713,0.569,0.531	2.224,2.071,2.084,2.138,2.181,2.23,2.134,2.137,2.093,2.017,1.944,1.8,1.779,1.556,1.599,1.35,1.226,1.029,0.816,0.804,0.58,0.536,0.436,0.382,0.333,0.266,0.248
12	5844	WALLABY J123407+023905	188.531325934295	2.65141506097047	1.41225777052729E9	NGC4636 TR1	NGC4636 Kin TR1	1735.9	11.5	71.34	0.6792	44.599	0.6711	188.533254	0.001134	2.654182	0.001119	82.6	0.8	68.9	0.6	68.9	0.6	3	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87,142.92,157.96,173.01,188.05,203.1,218.15,233.19,248.24,263.29,278.33,293.38,308.42,323.47,338.52,353.56,368.61,383.65,398.7,413.75,428.79	107.3,123.4,127.8,156.2,162.4,171.2,170.2,169.1,156.0,162.5,160.7,166.9,167.2,168.4,169.6,176.8,174.1,184.9,180.8,186.3,187.3,192.2,196.1,189.5,190.3,190.2,190.1,176.9,174.2	59.3,49.1,42.2,11.5,9.0,3.8,3.9,2.7,14.1,6.4,7.4,1.1,1.1,0.9,1.1,3.5,3.7,0.9,11.2,13.2,17.6,16.3,14.0,21.1,20.8,21.1,21.2,34.2,36.4	0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87,142.92,157.96,173.01,188.05,203.1,218.15,233.19,248.24,263.29,278.33,293.38,308.42,323.47,338.52,353.56,368.61,383.65,398.7,413.75,428.79	31.92,33.82,37.83,37.13,35.95,34.9,31.46,28.95,27.75,26.2,24.25,22.67,20.33,18.01,15.66,13.86,12.02,10.93,9.39,8.4,7.17,6.53,5.99,5.4,4.63,4.18,3.84,3.24,2.7	10.86,14.02,12.77,9.7,8.56,8.13,6.75,7.05,6.18,5.21,4.02,4.98,5.12,5.08,4.56,4.82,4.23,3.94,3.64,3.53,3.18,2.81,2.65,2.35,2.09,1.93,1.83,1.68,1.53	4.099,4.343,4.857,4.767,4.616,4.482,4.04,3.718,3.564,3.364,3.114,2.911,2.611,2.313,2.011,1.779,1.544,1.403,1.206,1.079,0.921,0.838,0.769,0.694,0.595,0.537,0.493,0.416,0.346	0.458,0.486,0.543,0.533,0.516,0.501,0.452,0.416,0.399,0.376,0.348,0.326,0.292,0.259,0.225,0.199,0.173,0.157,0.135,0.121,0.103,0.094,0.086,0.078,0.066,0.06,0.055,0.047,0.039
13	5844	WALLABY J123427+021108	188.614786420801	2.18573100065176	1.41193500824736E9	NGC4636 TR1	NGC4636 Kin TR1	1802.8	6.1	48.577	0.0974	39.987	0.689	188.613101	1.63E-4	2.185925	0.00115	73.2	3.2	305.0	3.8	305.0	3.8	0	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87,142.92,157.96,173.01,188.05,203.1,218.15,233.19,248.24	131.0,140.6,157.2,165.9,160.2,152.2,147.8,146.6,146.7,148.2,150.7,154.0,155.4,157.0,162.9,164.6,175.0	39.2,30.9,10.9,1.8,2.3,9.4,13.1,13.6,12.9,10.9,8.0,4.4,2.9,1.2,4.6,6.1,16.3	2.2,2.4,2.6,2.8,2.7,2.6,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.7,2.8,2.9	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87,142.92,157.96,173.01,188.05,203.1,218.15,233.19,248.24	27.22,27.61,21.54,16.03,13.02,11.72,11.82,11.59,13.66,13.21,13.14,12.45,10.3,8.7,7.3,5.58,3.66	1.26,3.33,10.07,10.5,9.58,7.43,7.24,5.92,5.03,4.3,4.23,4.07,3.48,2.87,2.48,2.37,1.87	7.875,7.989,6.232,4.639,3.766,3.391,3.42,3.354,3.953,3.822,3.801,3.602,2.98,2.518,2.112,1.614,1.058	1.447,1.468,1.145,0.852,0.692,0.623,0.628,0.616,0.726,0.702,0.698,0.662,0.548,0.463,0.388,0.297,0.194
14	5844	WALLABY J123530-021940	188.876357507544	-2.32784786170511	1.38721245551257E9	NGC4636 TR1	NGC4636 Kin TR1	7133.4	21.9	24.403	0.4224	35.533	0.3912	188.875552	7.05E-4	-2.326407	6.53E-4	70.1	0.3	189.3	1.7	189.3	1.7	2	7.5,22.56,37.63,52.69,67.75,82.82,97.88,112.94	188.0,213.4,223.1,211.9,232.1,171.6,171.9,125.8	118.8,64.2,44.9,28.4,25.1,7.3,8.4,54.0	0.4,0.4,0.4,0.4,0.5,0.3,0.3,0.2	7.5,22.56,37.63,52.69,67.75,82.82,97.88,112.94	6.33,6.17,5.44,4.29,3.05,2.35,1.93,1.2	0.75,1.03,0.82,0.66,0.65,0.61,0.52,0.38	2.159,2.104,1.856,1.462,1.039,0.801,0.657,0.409	0.032,0.032,0.028,0.022,0.016,0.012,0.01,0.006
15	5844	WALLABY J123554-015112	188.978330936164	-1.85338792699062	1.3885440031183E9	NGC4636 TR1	NGC4636 Kin TR1	6873.4	1.2	23.919	0.1036	20.13	0.235	188.978133	1.73E-4	-1.853429	3.92E-4	46.3	6.8	253.4	0.2	253.4	0.2	0	7.5,22.56,37.63	94.7,130.1,153.3	1.3,4.4,11.0	11.1,15.2,17.9	7.5,22.56,37.63,52.69,67.75,82.82	9.67,8.27,5.27,2.06,0.61,0.14	0.23,0.77,0.85,0.49,0.24,0.1	6.683,5.72,3.643,1.427,0.421,0.1	0.831,0.711,0.453,0.177,0.052,0.012
16	5844	WALLABY J123555-025405	188.9811961709	-2.90157142499939	1.38743782793284E9	NGC4636 TR1	NGC4636 Kin TR1	7119.2	3.6	21.389	0.3088	23.533	0.1145	188.980625	5.15E-4	-2.900338	1.91E-4	36.8	1.9	54.4	0.0	54.4	0.0	0	7.5,22.56,37.63	128.8,175.5,221.6	10.5,11.8,22.3	5.9,8.0,10.1	7.5,22.56,37.63,52.69,67.75	5.1,4.97,3.43,1.61,0.48	0.29,0.62,0.6,0.45,0.24	4.086,3.976,2.745,1.289,0.383	0.104,0.101,0.07,0.033,0.01
17	5844	WALLABY J123630+001315	189.127331692419	0.220839950936749	1.4030021942758E9	NGC4636 TR1	NGC4636 Kin TR1	3712.8	0.9	24.465	0.1733	20.807	0.1239	189.127267	2.89E-4	0.223023	2.07E-4	50.1	0.1	105.8	0.3	105.8	0.3	0	7.5,22.56,37.63,52.69,67.75,82.82	43.1,75.2,85.6,87.1,87.1,83.4	3.9,1.2,2.2,1.3,0.9,3.2	0.1,0.1,0.2,0.2,0.2,0.2	7.5,22.56,37.63,52.69,67.75,82.82	4.81,5.16,4.62,3.41,2.03,0.75	0.36,0.59,0.75,0.64,0.54,0.3	3.083,3.305,2.963,2.188,1.301,0.483	0.009,0.009,0.008,0.006,0.004,0.001
18	5844	WALLABY J123641+030621	189.17337303601	3.10603801609878	1.41363463741216E9	NGC4636 TR1	NGC4636 Kin TR1	1440.4	0.1	24.285	0.1909	23.178	0.7626	189.174085	3.18E-4	3.1058	0.001272	81.4	2.8	45.4	3.2	45.4	3.2	1	7.5,22.55,37.59,52.64,67.68,82.73,97.78	37.7,58.8,53.1,51.2,52.7,54.1,56.2	19.4,22.5,9.6,0.8,5.4,6.9,4.7	0.3,0.4,0.4,0.4,0.4,0.4,0.4	7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87	10.45,12.44,12.58,13.71,11.73,9.28,5.95,3.77,3.14	0.0,1.91,2.26,2.63,2.73,3.74,3.54,3.61,2.82	1.557,1.853,1.874,2.041,1.747,1.383,0.887,0.561,0.468	0.5,0.595,0.602,0.655,0.561,0.444,0.285,0.18,0.15
19	5844	WALLABY J123703+065533	189.263455658191	6.92603985405477	1.41268980297323E9	NGC4636 TR1	NGC4636 Kin TR1	1632.8	0.1	35.997	0.4932	33.75	1.2216	189.262547	8.27E-4	6.929193	0.002037	32.9	3.6	92.7	3.1	92.7	3.1	0	7.5,22.55,37.59,52.64,67.68	35.1,50.3,60.5,77.7,82.5	3.6,3.9,6.5,3.6,10.5	3.4,4.9,5.9,7.5,8.0	7.5,22.55,37.59,52.64,67.68	8.2,7.43,5.0,2.84,1.72	1.46,1.58,1.09,0.7,0.55	6.888,6.237,4.199,2.388,1.448	0.276,0.25,0.168,0.096,0.058
20	5844	WALLABY J123803-021549	189.514622115925	-2.26374353240962	1.40831265974404E9	NGC4636 TR1	NGC4636 Kin TR1	2571.6	2.6	22.346	0.5748	20.372	0.6145	189.512823	9.59E-4	-2.263292	0.001025	39.7	1.2	215.8	7.7	215.8	7.7	0	7.5,22.56,37.63	82.7,119.0,151.1	11.0,5.1,27.4	2.0,2.9,3.7	7.5,22.56,37.63,52.69,67.75	13.44,8.81,3.92,1.16,0.34	1.26,2.02,1.23,0.41,0.19	10.338,6.778,3.016,0.896,0.265	0.173,0.114,0.051,0.015,0.004
21	5844	WALLABY J123805-000137	189.52253576922	-0.0269999222049704	1.40285556932715E9	NGC4636 TR1	NGC4636 Kin TR1	3747.0	0.9	27.604	0.0775	20.819	0.1902	189.522041	1.29E-4	-0.026958	3.17E-4	73.6	1.5	117.0	1.7	117.0	1.7	0	7.5,22.56,37.63,52.69,67.75,82.82,97.88	53.7,138.1,156.9,158.3,160.7,158.7,155.0	23.1,9.5,5.7,4.3,3.0,5.2,8.2	0.4,1.0,1.2,1.2,1.2,1.2,1.2	7.5,22.56,37.63,52.69,67.75,82.82,97.88	14.37,11.9,8.55,6.27,3.78,2.91,1.59	0.59,1.68,2.26,2.07,1.51,1.23,0.81	4.047,3.35,2.409,1.767,1.064,0.818,0.447	0.352,0.292,0.21,0.154,0.093,0.071,0.039
22	5844	WALLABY J123835+012413	189.648165479489	1.40361295835409	1.39627707091E9	NGC4636 TR1	NGC4636 Kin TR1	5195.4	2.1	19.463	0.0459	25.808	0.1411	189.649124	7.6E-5	1.403165	2.35E-4	80.7	5.6	149.2	1.9	149.2	1.9	1	7.5,22.56,37.63,52.69,67.75,82.82,97.88	110.3,156.3,134.5,138.3,148.5,148.2,140.6	45.4,41.0,2.6,4.2,4.0,3.7,8.2	1.8,2.5,2.2,2.2,2.4,2.4,2.3	7.5,22.56,37.63,52.69,67.75,82.82,97.88	16.42,15.0,12.95,10.74,6.88,4.49,2.8	1.06,1.89,2.33,3.03,3.67,3.13,2.52	2.658,2.428,2.098,1.739,1.114,0.727,0.454	1.573,1.437,1.241,1.029,0.659,0.43,0.269
23	5844	WALLABY J123911+004305	189.797457317405	0.718166631110397	1.39668610064607E9	NGC4636 TR1	NGC4636 Kin TR1	5091.0	0.7	27.546	0.0214	21.776	0.4248	189.797209	3.5E-5	0.71799	7.08E-4	52.2	6.4	253.3	0.6	253.3	0.6	0	7.5,22.56,37.63,52.69,67.75,82.82	121.7,127.8,133.1,131.2,124.8,125.7	18.6,4.5,1.7,1.2,7.7,6.9	10.7,11.2,11.7,11.5,11.0,11.0	7.5,22.56,37.63,52.69,67.75,82.82,97.88	7.45,7.29,6.66,5.21,3.36,1.68,0.49	0.66,0.68,0.66,0.67,0.59,0.4,0.19	4.57,4.472,4.085,3.197,2.059,1.031,0.299	0.653,0.639,0.583,0.457,0.294,0.147,0.043
24	5844	WALLABY J123917-003149	189.822341085072	-0.530497146300418	1.41534281959079E9	NGC4636 TR1	NGC4636 Kin TR1	1064.7	0.7	113.585	0.4011	48.354	0.2464	189.825456	6.69E-4	-0.531074	4.11E-4	75.7	1.3	275.3	0.4	275.3	0.4	1	7.5,22.56,37.63,52.69,67.75,82.82,97.88,112.94,128.01,143.07,158.13,173.2,188.26,203.32,218.39,233.45,248.51,263.58,278.64,293.7,308.77,323.83,338.89,353.96,369.02,384.08,399.15,414.21,429.27,444.34,459.4,474.46,489.53,504.59,519.65,534.72,549.78,564.84,579.91,594.97,610.03,625.1,640.16,655.22,670.29,685.35,700.41	21.6,37.3,52.9,64.3,70.4,75.0,79.1,82.6,85.6,88.1,90.2,91.8,93.1,94.2,95.0,95.7,96.1,96.3,96.3,96.2,95.8,95.2,94.4,93.5,92.8,92.0,91.2,90.7,90.9,91.6,92.7,94.0,95.4,96.9,98.6,100.4,102.2,104.1,106.0,107.9,109.9,114.0,117.3,118.6,118.7,121.8,130.3	6.7,0.3,2.2,3.0,4.1,4.2,4.3,4.3,4.3,4.1,3.9,3.7,3.5,3.4,3.1,2.9,2.5,2.1,1.7,1.2,0.6,0.0,0.7,1.3,1.6,1.6,1.2,0.9,0.9,1.1,1.3,1.4,1.3,1.0,0.6,0.0,0.9,1.9,3.2,4.7,6.3,6.4,8.2,12.9,19.6,24.0,24.0	0.1,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8	7.5,22.56,37.63,52.69,67.75,82.82,97.88,112.94,128.01,143.07,158.13,173.2,188.26,203.32,218.39,233.45,248.51,263.58,278.64,293.7,308.77,323.83,338.89,353.96,369.02,384.08,399.15,414.21,429.27,444.34,459.4,474.46,489.53,504.59,519.65,534.72,549.78,564.84,579.91,594.97,610.03,625.1,640.16,655.22,670.29,685.35,700.41	27.65,27.46,26.71,25.77,24.72,22.77,20.86,19.22,17.76,15.99,14.65,13.59,12.58,12.26,11.5,10.64,10.4,9.72,9.25,8.79,8.11,7.51,6.98,6.32,5.82,5.13,4.64,4.22,4.01,3.89,3.61,3.53,3.34,3.16,2.84,2.62,2.3,2.0,1.76,1.43,1.15,0.89,0.69,0.54,0.37,0.28,0.28	0.47,0.97,0.7,1.07,1.31,0.97,1.02,0.93,0.86,0.89,0.87,0.79,0.72,0.6,0.54,0.75,0.9,0.9,0.92,0.79,0.65,0.53,0.44,0.38,0.36,0.31,0.28,0.36,0.38,0.35,0.37,0.38,0.38,0.35,0.3,0.27,0.24,0.23,0.22,0.21,0.18,0.19,0.17,0.14,0.12,0.11,0.11	6.835,6.788,6.603,6.371,6.111,5.629,5.157,4.751,4.391,3.953,3.622,3.358,3.109,3.031,2.842,2.631,2.57,2.402,2.287,2.172,2.005,1.857,1.726,1.562,1.439,1.267,1.147,1.043,0.992,0.962,0.893,0.872,0.826,0.782,0.702,0.649,0.568,0.494,0.434,0.354,0.285,0.22,0.17,0.133,0.093,0.069,0.068	0.619,0.615,0.598,0.577,0.554,0.51,0.467,0.43,0.398,0.358,0.328,0.304,0.282,0.275,0.257,0.238,0.233,0.218,0.207,0.197,0.182,0.168,0.156,0.142,0.13,0.115,0.104,0.095,0.09,0.087,0.081,0.079,0.075,0.071,0.064,0.059,0.051,0.045,0.039,0.032,0.026,0.02,0.015,0.012,0.008,0.006,0.006
25	5844	WALLABY J123949+014016	189.957738176046	1.67115272237587	1.41461053146456E9	NGC4636 TR1	NGC4636 Kin TR1	1217.7	0.2	22.163	0.0303	17.107	0.1138	189.959857	5.0E-5	1.672093	1.9E-4	62.3	2.4	267.2	1.7	267.2	1.7	0	7.5,22.56,37.63,52.69	24.3,41.8,51.2,52.7	6.8,0.3,1.7,0.7	0.5,0.9,1.1,1.1	7.5,22.56,37.63,52.69,67.75,82.82	4.41,3.82,2.79,1.92,1.2,0.44	0.43,0.46,0.34,0.33,0.31,0.23	2.046,1.772,1.297,0.89,0.555,0.206	0.16,0.139,0.102,0.07,0.044,0.016
26	5844	WALLABY J123954-004804	189.978347100127	-0.8012681790448131	1.39961482956582E9	NGC4636 TR1	NGC4636 Kin TR1	4443.3	0.1	18.749	0.3486	23.123	0.0036	189.978588	5.81E-4	-0.799811	6.0E-6	37.1	1.1	165.5	0.2	165.4	0.2	0	7.5,22.56,37.63	50.8,86.8,85.3	6.7,4.4,0.8	1.2,2.1,2.1	7.5,22.56,37.63,52.69,67.75	4.95,3.99,2.33,0.76,0.18	0.22,0.44,0.43,0.24,0.11	3.949,3.181,1.861,0.609,0.146	0.055,0.044,0.026,0.008,0.002
